epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc
0,1.5010306652688654,0.5417703795892969,1.416160556742854,0.5605232398239824,0.5605232398239824
1,1.0568627348284434,0.6729603395301804,1.2566803473450563,0.6122112211221122,0.6122112211221122
2,0.9548156620481404,0.6998738429527069,1.1759425446276355,0.6391639163916392,0.6391639163916392
3,0.901560319159887,0.7143442264312383,1.1277755108078977,0.6535512926292629,0.6535512926292629
4,0.867143975516321,0.7235580662725576,1.0891483140857305,0.6622060643564357,0.6622060643564357
5,0.8423422649178212,0.7302195959085253,1.070353192005745,0.6687981298129813,0.6687981298129813
6,0.8233003996141074,0.735822524502178,1.0425694071420348,0.6756738173817382,0.6756738173817382
7,0.8081564075025477,0.740268405802738,1.0324026500955799,0.6771606848184818,0.6771606848184818
8,0.795651686436357,0.7435256397790915,1.0163345934271943,0.6826010726072608,0.6826010726072608
9,0.7851048224300202,0.7465227811916615,1.0083783306960095,0.6825409103410341,0.6826010726072608
10,0.7759721772820593,0.7491577376322339,0.9877969912110907,0.6883336771177118,0.6883336771177118
11,0.7680812162424216,0.7514694014467953,0.9901634745865372,0.6888321644664467,0.6888321644664467
12,0.7611313530504147,0.7533532494555072,0.9786582121623494,0.691161303630363,0.691161303630363
13,0.7549565996378939,0.7551714666303672,0.972782321495585,0.6937310918591859,0.6937310918591859
14,0.7494733211559469,0.756819529791537,0.9698064803946005,0.695630500550055,0.695630500550055
15,0.7444414020178106,0.7581686080429372,0.9666492270820081,0.6948827695269527,0.695630500550055
16,0.7398855520392621,0.7595334863098943,0.9613525637961325,0.6978479097909791,0.6978479097909791
17,0.7357602076049762,0.7608205798848786,0.9484397072275349,0.7005036441144115,0.7005036441144115
18,0.7318319453537353,0.7620663503422527,0.954884923527343,0.6988964521452146,0.7005036441144115
19,0.7283673274568986,0.7629839666303672,0.9479288548001624,0.701371699669967,0.701371699669967
20,0.7249381784036728,0.7642503986465463,0.9306273738739907,0.7057807343234324,0.7057807343234324
21,0.7218021293493555,0.7649443839452396,0.9445153833484755,0.702789810231023,0.7057807343234324
22,0.7189511499867798,0.7659337079962664,0.9291893456897589,0.7074223047304731,0.7074223047304731
23,0.7162169772939201,0.7665705701617922,0.9313612918649176,0.7061417079207921,0.7074223047304731
24,0.7136323697164924,0.7672767093186061,0.926519162256201,0.7065628437843784,0.7074223047304731
25,0.7113207810475505,0.7681056024424393,0.9198853523686643,0.7091068481848185,0.7091068481848185
26,0.7089886171297027,0.7686160644835096,0.913396511665403,0.7091498212321232,0.7091498212321232
27,0.7068368083361001,0.7694546806938395,0.9257376271702669,0.7084794416941694,0.7091498212321232
28,0.7047267037663463,0.7698922195861855,0.906073120265904,0.7134299367436744,0.7134299367436744
29,0.7028291187971811,0.7705205740510268,0.9248033014789011,0.7094248487348734,0.7134299367436744
30,0.7008977250868887,0.7710954515401369,0.9162101143329713,0.711255500550055,0.7134299367436744
31,0.6992086001116071,0.7717055752177971,0.9171461339699816,0.7110062568756875,0.7134299367436744
32,0.697380356856882,0.7722123911014313,0.9107995201783343,0.7130775577557755,0.7134299367436744
33,0.6956428694443147,0.7726681607809583,0.9170818127880265,0.7121665291529153,0.7134299367436744
34,0.6942512884448608,0.7729622841474798,0.9013668267574771,0.7157075082508251,0.7157075082508251
35,0.6926840163567975,0.7734071153546982,0.9040794559109985,0.7149425880088008,0.7157075082508251
36,0.6911890259720779,0.7738641004200373,0.9128134521779709,0.713318206820682,0.7157075082508251
37,0.6899013404677058,0.7742943469975109,0.9112616974462902,0.7140745324532454,0.7157075082508251
38,0.6886210949731006,0.7747829320939639,0.8980129054932967,0.7170310781078107,0.7170310781078107
39,0.687283948592392,0.7751341785936527,0.902771617254146,0.7164380500550055,0.7170310781078107
40,0.6860257930909912,0.7755984559738643,0.8976457738968143,0.7158020489548955,0.7170310781078107
41,0.6847997730239698,0.7761721180771625,0.9082987338993023,0.7147792904290429,0.7170310781078107
42,0.6836564541233944,0.7763811644368388,0.8927181627359589,0.7178561606160616,0.7178561606160616
43,0.6826319557283707,0.7766278877566895,0.8902303791216629,0.7187070269526953,0.7187070269526953
44,0.6814811615077472,0.7769706265556938,0.8892833351170925,0.7195063256325632,0.7195063256325632
45,0.6806298871179804,0.7774361193217175,0.8901412319822279,0.7178303767876788,0.7195063256325632
46,0.679554160923118,0.7774482731798382,0.9085510826543612,0.7140573432343235,0.7195063256325632
47,0.6785696153694157,0.777730242688239,0.8956410338317338,0.7190937843784379,0.7195063256325632
48,0.6775694554758577,0.778068119943995,0.8985360702141152,0.7161802117711771,0.7195063256325632
49,0.6766679901177645,0.7784497510889857,0.8911217125204399,0.7195149202420242,0.7195149202420242
50,0.6758521828654396,0.7788350283914126,0.8957271260855877,0.7177702145214522,0.7195149202420242
51,0.6748191601531285,0.7789492746577473,0.8907818835888497,0.7191625412541254,0.7195149202420242
52,0.6741082012912986,0.7791850595052894,0.8837765072635299,0.7203657865786579,0.7203657865786579
53,0.673331976901246,0.7793941058649658,0.8972690788694997,0.716197400990099,0.7203657865786579
54,0.6727089002107194,0.7795047059738643,0.8843146920925451,0.7207267601760176,0.7207267601760176
55,0.6719218435017456,0.7797696600808961,0.8930857249415747,0.7168591859185919,0.7207267601760176
56,0.6711131549059566,0.7799410294803982,0.8783642054587701,0.7216807618261826,0.7216807618261826
57,0.6702776136202477,0.7803639837429994,0.8969953393254212,0.7189906490649065,0.7216807618261826
58,0.6696164072783897,0.7804648607654013,0.8979847128897479,0.7193344334433444,0.7216807618261826
59,0.6690289536543195,0.7808343380522713,0.8874986513350794,0.7196094609460946,0.7216807618261826
60,0.6682357788085938,0.7808720150124455,0.8810608546660416,0.7226863311331133,0.7226863311331133
61,0.6675793452891936,0.7810567536558806,0.880220979681634,0.7225402227722773,0.7226863311331133
62,0.6669495062718276,0.781333861621033,0.887062325008107,0.7210619499449945,0.7226863311331133
63,0.6663567142673509,0.7815258925793404,0.8656313577697615,0.7242333608360836,0.7242333608360836
64,0.6657497913257335,0.7817665389701307,0.8799590686432468,0.7223425467546755,0.7242333608360836
65,0.6651725136276796,0.7819658622433105,0.8866779399980412,0.721783897139714,0.7242333608360836
66,0.6646212227387538,0.7820959085252023,0.883265301273732,0.7219128162816282,0.7242333608360836
67,0.6640077054537671,0.7820472930927194,0.8873989588618935,0.7209674092409241,0.7242333608360836
68,0.6634615763196607,0.7822855087118855,0.8863334822969469,0.721629194169417,0.7242333608360836
69,0.6628913540015253,0.7825589705196018,0.8789500388244067,0.7228410341034104,0.7242333608360836
70,0.6624219129006909,0.7827497860920971,0.8745979525730817,0.7240700632563256,0.7242333608360836
71,0.6620014306915867,0.782867678515868,0.8807616182024067,0.7227550880088008,0.7242333608360836
72,0.6613410585551212,0.7831569403391413,0.8740083112640612,0.7243536853685368,0.7243536853685368
73,0.660859159638441,0.7831058941350342,0.8707974349508191,0.7273360148514851,0.7273360148514851
74,0.6604665813419339,0.7833246635812072,0.876850590913078,0.7242161716171617,0.7273360148514851
75,0.6600503163005376,0.783505756067206,0.8785950010693637,0.7213885451045104,0.7273360148514851
76,0.6594747704011577,0.783420679060361,0.8751618810350483,0.7237606573157316,0.7273360148514851
77,0.6591206713722741,0.7835920484598631,0.8639434642917646,0.7268031490649065,0.7273360148514851
78,0.6587890301272968,0.7836734793092719,0.8828658928113147,0.7218956270627063,0.7273360148514851
79,0.6581940351989451,0.7840162181082763,0.8764142005553733,0.7243708745874587,0.7273360148514851
80,0.657784771422236,0.7841888028935905,0.8783015677309928,0.7245685506050605,0.7273360148514851
81,0.6574045711967169,0.7843127722464219,0.8670411962028122,0.7256686606160616,0.7273360148514851
82,0.6568641115881748,0.7844294492843809,0.8711449872739244,0.7259436881188119,0.7273360148514851
83,0.6566006550524794,0.7844221569695085,0.8751496702793277,0.7235457920792079,0.7273360148514851
84,0.6562143398800027,0.7845801571250778,0.8753376292316827,0.724156009350935,0.7273360148514851
85,0.6558771295138005,0.7847600342252644,0.8664825204247557,0.7271383388338833,0.7273360148514851
86,0.6554792221095448,0.7848815728064716,0.8768633973873882,0.7257288228822882,0.7273360148514851
87,0.6551302220781323,0.7848050035003111,0.8661979846369446,0.7272156903190319,0.7273360148514851
88,0.6547415906328108,0.7848815728064716,0.8749572993373976,0.7244654152915292,0.7273360148514851
89,0.6544566915950645,0.7851586807716241,0.8748578215786332,0.7246201182618262,0.7273360148514851
90,0.6540440141079066,0.7854017579340385,0.8658260866032444,0.7266484460946094,0.7273360148514851
91,0.6537727055597098,0.7852376808494088,0.8566280713569213,0.7292010451045104,0.7292010451045104
92,0.6534197396867084,0.7853798809894212,0.8657785083594496,0.7274907178217822,0.7292010451045104
93,0.6531825367159627,0.7854199887212197,0.8676099013639624,0.7286853685368537,0.7292010451045104
94,0.6529136174720641,0.7854771118543871,0.8626770637478635,0.7279806105610561,0.7292010451045104
95,0.6524895185183944,0.7857043890012445,0.8725176086061203,0.725754606710671,0.7292010451045104
96,0.6521728134481671,0.7857396351897946,0.8715199385211282,0.7246888751375138,0.7292010451045104
97,0.6518917279207862,0.7859584046359677,0.8681644200950828,0.7270867711771177,0.7292010451045104
98,0.6516586706441014,0.7860130969975109,0.8733639847261808,0.7263132563256326,0.7292010451045104
99,0.6512724954516679,0.7860665739732421,0.8769239463297316,0.7254623899889989,0.7292010451045104
100,0.651107348116867,0.7861747433105165,0.864994007926045,0.7267343921892189,0.7292010451045104
101,0.6507386558161216,0.7863266665370255,0.862944481986584,0.7282298542354235,0.7292010451045104
102,0.6505319814023277,0.7863084357498444,0.8617947257981442,0.7292955858085809,0.7292955858085809
103,0.6501482209212749,0.786402020457374,0.864870836042335,0.7274133663366337,0.7292955858085809
104,0.6500771853518768,0.7865332821250778,0.8665316113085374,0.7281696919691969,0.7292955858085809
105,0.6496697249958511,0.7866536053204729,0.8700761971759586,0.7276454207920792,0.7292955858085809
106,0.649384134403281,0.7867411130989421,0.8609726013916947,0.7283501787678768,0.7292955858085809
107,0.6491786199618959,0.7869367902146858,0.8644977050318052,0.7284361248624862,0.7292955858085809
108,0.6490014092701151,0.7868650824517734,0.8595233991070025,0.7293729372937293,0.7293729372937293
109,0.6486406860028132,0.786889390168015,0.8546764595870531,0.7306191556655666,0.7306191556655666
110,0.64843402924416,0.787228482809583,0.865011129901223,0.7282126650165016,0.7306191556655666
111,0.6481704642554582,0.7871822981487243,0.8571067501609475,0.7302753712871287,0.7306191556655666
112,0.6480414976076673,0.786957451773491,0.8613565892669628,0.7308512101210121,0.7308512101210121
113,0.6478114150738078,0.7872807443995021,0.8524369316460407,0.7316505088008801,0.7316505088008801
114,0.6475362034784613,0.7874010675948974,0.8592555701273634,0.7281868811881188,0.7316505088008801
115,0.6474618661752308,0.7871470519601742,0.8722687776070355,0.7287713146314632,0.7316505088008801
116,0.6471407883420967,0.787444821484132,0.8624394742896979,0.726227310231023,0.7316505088008801
117,0.6469558334973708,0.7874095752955819,0.8602824773069787,0.7281439081408141,0.7316505088008801
118,0.6468402185867348,0.78747885228687,0.866299751043582,0.7282642326732673,0.7316505088008801
119,0.646511387105454,0.7877061294337274,0.8570079541180131,0.7293815319031903,0.7316505088008801
120,0.6463922474721091,0.7875821600808961,0.860122142746897,0.7275422854785478,0.7316505088008801
121,0.6461851507443853,0.7877304371499689,0.8559775821643301,0.7310059130913091,0.7316505088008801
122,0.6458636897279375,0.7878057910703173,0.8503260297743794,0.7315989411441144,0.7316505088008801
123,0.6456762528894254,0.7878471141879279,0.853956547409001,0.7313153190319032,0.7316505088008801
124,0.6456317424996714,0.7878726372899814,0.8693040404776142,0.7273961771177118,0.7316505088008801
125,0.6453641188686207,0.7877474525513379,0.8569267871815248,0.7296565594059405,0.7316505088008801
126,0.6451801201091023,0.7878070064561294,0.8563905019308998,0.7283673679867987,0.7316505088008801
127,0.6450291866460941,0.7881047759800871,0.8532535172466136,0.7312207783278328,0.7316505088008801
128,0.6448384066435144,0.7880573759334163,0.8623786388975296,0.7271555280528053,0.7316505088008801
129,0.6445808445880631,0.7881460990976976,0.8649720007305753,0.7287197469746974,0.7316505088008801
130,0.6443948108139584,0.7884232070628501,0.8607603526285904,0.7282298542354235,0.7316505088008801
131,0.6442482670642755,0.7882955915525824,0.8568301288077016,0.7294073157315731,0.7316505088008801
132,0.6442773629584962,0.7883320531269447,0.8604949902255412,0.7296221809680968,0.7316505088008801
133,0.6439083655131256,0.7884803301960174,0.8620908265919051,0.731512995049505,0.7316505088008801
134,0.6439160107082659,0.7884997763690106,0.8604002964116297,0.7296909378437844,0.7316505088008801
135,0.6437246172266416,0.7884402224642191,0.862009603985072,0.7291494774477447,0.7316505088008801
136,0.6436379391655984,0.7883952531891724,0.8636858349520512,0.7292440181518152,0.7316505088008801
137,0.6432727455870291,0.7885265148568762,0.8657998768868882,0.7271383388338833,0.7316505088008801
138,0.6432572619174679,0.7884159147479776,0.8572878149082952,0.7299831545654566,0.7316505088008801
139,0.6431697325893418,0.7885982226197884,0.8585504725886912,0.7293815319031903,0.7316505088008801
140,0.6429794124735018,0.7885338071717486,0.8702916119358327,0.7259952557755776,0.7316505088008801
141,0.6428094178382551,0.7885848533758556,0.8590082072123181,0.7303183443344334,0.7316505088008801
142,0.6426874990780753,0.7886869457840697,0.8624594713857334,0.7286939631463146,0.7316505088008801
143,0.6424558940850658,0.7888570997977598,0.869277381398628,0.7257632013201321,0.7316505088008801
144,0.6423719796840641,0.7888388690105788,0.8664070767144559,0.7251529840484049,0.7316505088008801
145,0.6422747755985343,0.7888364382389546,0.8619087722041819,0.7309113723872387,0.7316505088008801
146,0.6421303992769921,0.7889506845052894,0.8484761030367105,0.7307652640264026,0.7316505088008801
147,0.6419976536131231,0.7889907922370878,0.8527894444657107,0.7288658553355336,0.7316505088008801
148,0.6418897130508636,0.7888899152146858,0.8559130449237341,0.7313668866886689,0.7316505088008801
149,0.6416102806158368,0.7891171923615432,0.8576949214187786,0.7289260176017601,0.7316505088008801
150,0.6416138143144784,0.7889154383167393,0.8526052912928745,0.7298714246424642,0.7316505088008801
151,0.6414954499495126,0.7891573000933416,0.850378670904896,0.7335069444444444,0.7335069444444444
152,0.6413592683949972,0.7892132078406969,0.8559743570219173,0.7300948844884488,0.7335069444444444
153,0.6412180089104895,0.7891682385656503,0.8608883457674315,0.7300862898789879,0.7335069444444444
154,0.6410512964623124,0.789280054060361,0.8568004279246818,0.7314356435643564,0.7335069444444444
155,0.6410416867618762,0.7892739771313005,0.8564768982405709,0.7298886138613861,0.7335069444444444
156,0.6408832528313718,0.7894854542626011,0.848367175056596,0.7316934818481848,0.7335069444444444
157,0.6407613906714956,0.7893809310827629,0.8617962882725975,0.7301378575357536,0.7335069444444444
158,0.6406859453969218,0.7893347464219042,0.8580388013351344,0.7297854785478548,0.7335069444444444
159,0.6405111105826307,0.7893882233976354,0.8502348947315195,0.7323208883388339,0.7335069444444444
160,0.6403939663881683,0.789397946484132,0.851187493180809,0.7309113723872387,0.7335069444444444
161,0.6402669078308229,0.7896155005444928,0.8555210116344972,0.7304472634763476,0.7335069444444444
162,0.6400977522598413,0.7896313005600498,0.8610326379570368,0.7285908278327833,0.7335069444444444
163,0.6400889125609146,0.7893359618077163,0.853759595597669,0.730232398239824,0.7335069444444444
164,0.6400411689066338,0.789585115899191,0.8633827900532449,0.7279720159515951,0.7335069444444444
165,0.6398982572941284,0.7897297468108276,0.8598703287287776,0.7308941831683168,0.7335069444444444
166,0.6397172646932002,0.7896240082451773,0.8515343874266701,0.7322177530253026,0.7335069444444444
167,0.6396562719315421,0.789735823739888,0.8546131600444467,0.7312207783278328,0.7335069444444444
168,0.6395911513535073,0.7897017929371499,0.8506774455472843,0.7322951045104511,0.7335069444444444
169,0.6395599570568111,0.789869516179216,0.862164776153428,0.7288658553355336,0.7335069444444444
170,0.6393940919070193,0.7897261006533914,0.8534508302266842,0.7326388888888888,0.7335069444444444
171,0.6393101074789056,0.789870731565028,0.8513653478344413,0.7312121837183718,0.7335069444444444
172,0.6392734818155897,0.7899473008711886,0.8578895276004594,0.7293987211221122,0.7335069444444444
173,0.6391171051169598,0.7897941622588674,0.8509847523421213,0.7315731573157316,0.7335069444444444
174,0.6390040426352191,0.7899679624299938,0.8596497910513212,0.7281868811881188,0.7335069444444444
175,0.6388968902488784,0.7900044240043559,0.8522674849521209,0.7325271589658966,0.7335069444444444
176,0.6387878874480242,0.7902511473242066,0.8483316811463489,0.7315903465346535,0.7335069444444444
177,0.638832156118133,0.7899144854542626,0.8547224884051563,0.7308254262926293,0.7335069444444444
178,0.6386727300503273,0.7899898393746111,0.8666896582371069,0.7279462321232123,0.7335069444444444
179,0.6386096690779676,0.7899521624144369,0.849311817072668,0.7306191556655666,0.7335069444444444
180,0.6384434160714425,0.7900700548382078,0.8697928773491296,0.7275766639163916,0.7335069444444444
181,0.6384119642174014,0.7902110395924082,0.8474587197809985,0.7323896452145214,0.7335069444444444
182,0.6383446765450417,0.7899789009023024,0.8581928469166897,0.7306191556655666,0.7335069444444444
183,0.6381816875511768,0.7902487165525824,0.8540040232298529,0.7311348322332233,0.7335069444444444
184,0.6381789488531301,0.7902475011667703,0.8439687891761856,0.732948294829483,0.7335069444444444
185,0.638234571521892,0.790089501011201,0.8585760990122888,0.7309629400440044,0.7335069444444444
186,0.6379395158452578,0.790190378033603,0.8570109593658426,0.7306277502750275,0.7335069444444444
187,0.6378340954430443,0.790191593419415,0.8506626221213011,0.7317106710671067,0.7335069444444444
188,0.6378812193870544,0.7903277166303672,0.84256975318339,0.7327678080308031,0.7335069444444444
189,0.6378645868351834,0.7902766704262602,0.8561818350856454,0.7296737486248625,0.7335069444444444
190,0.6376989446000869,0.7903897013067829,0.8563918485106414,0.7314098597359736,0.7335069444444444
191,0.6376044592578439,0.7904796398568762,0.8546029020457377,0.731495805830583,0.7335069444444444
192,0.6376454481888648,0.7903969936216553,0.8545856790246219,0.7313153190319032,0.7335069444444444
193,0.637394118249676,0.7903155627722465,0.8527671560333638,0.7302753712871287,0.7335069444444444
194,0.6373990957753289,0.7905647168637212,0.8480765148095697,0.7312293729372937,0.7335069444444444
195,0.6373558667927108,0.790224408836341,0.8554327406308831,0.7320802392739274,0.7335069444444444
196,0.6372203197847187,0.7904699167703796,0.8511417606810663,0.7333264576457645,0.7335069444444444
197,0.6371498858253631,0.7905477014623522,0.8577031929894249,0.7299487761276128,0.7335069444444444
198,0.6370250327140556,0.790458978298071,0.8559708959854344,0.7294846672167217,0.7335069444444444
199,0.6371288033991626,0.7904358859676416,0.8502149981568486,0.7316333195819582,0.7335069444444444
